"Naylor, Lisa Diane",AWP 1,FA19,37,25,84.0,100.0,6.83,3.11,2.12
"Powers, Sarah Elizabeth",AWP 1,FA19,38,36,88.6,100.0,6.56,3.40,2.84
"Risvold, Ward Jay",AWP 1,FA19,36,27,92.0,100.0,6.72,3.43,2.68
"Sheredos, Benjamin C",AWP 1,FA19,38,38,89.5,97.4,7.50,2.93,2.57
"Steinberg, Stacy A",AWP 1,FA19,37,35,97.0,100.0,5.70,3.24,2.69
"Tessier, Jillian Marie",AWP 1,FA19,39,38,78.9,97.4,5.64,3.19,2.53
"Tiernan, Christa Michelle",AWP 1,FA19,38,31,77.4,100.0,8.31,3.13,2.60
"Tsurska Svetina, Olena",AWP 1,FA19,38,32,80.0,100.0,6.75,3.38,2.53
"Vaughn, Kelsey Sara",AWP 1,FA19,36,32,78.1,90.3,6.88,3.04,2.73
"Ajo, Frances Margaret",AWP 2A,FA19,40,39,89.7,97.4,4.86,3.69,
"Bauer, Holly Jean",AWP 2A,FA19,14,13,100.0,100.0,4.50,3.50,
"Chandler, Bailee Daniele",AWP 2A,FA19,38,38,94.7,97.4,6.61,3.29,
"Ejmont, Sylwia D.",AWP 2A,FA19,38,33,75.8,93.9,7.11,3.52,
"Falcon, Jennifer A",AWP 2A,FA19,40,39,92.3,100.0,4.40,3.42,
"Flint, Stephanie M",AWP 2A,FA19,40,39,92.3,100.0,5.22,3.46,
"Gocsik, Karen Marie",AWP 2A,FA19,12,12,100.0,100.0,8.17,3.50,
"Ligorsky, Debra E.",AWP 2A,FA19,39,37,91.9,100.0,4.93,3.56,
"Santschi, Kimberly Paige",AWP 2A,FA19,39,35,82.9,91.4,5.59,3.32,
"Sartor, Alexandra",AWP 2A,FA19,27,24,100.0,100.0,6.17,3.65,
"Setoda, Kayleigh Kumiko",AWP 2A,FA19,39,37,97.3,100.0,5.31,3.56,
"Wilson, Natalie Ann",AWP 2A,FA19,40,37,89.2,97.3,5.96,3.34,
"Mc Culloch, Andrew Douglas",BENG 110,FA19,47,44,83.7,83.7,6.73,3.19,2.99
"Mc Culloch, Andrew Douglas",BENG 110,FA19,49,43,90.7,93.0,6.31,3.42,3.10
"Wheeler, Bruce Christopher",BENG 119A,FA19,17,6,100.0,100.0,8.50,3.80,
"Gough, David A.",BENG 122A,FA19,49,18,35.3,12.5,5.06,3.44,
"Gough, David A.",BENG 122A,FA19,37,10,22.2,11.1,3.83,3.56,
"Wheeler, Bruce Christopher",BENG 126A,FA19,24,8,50.0,100.0,3.83,3.67,
"Wheeler, Bruce Christopher",BENG 129A,FA19,22,3,66.7,100.0,5.83,4.00,
"Coleman, Todd Prentice",BENG 134,FA19,23,12,75.0,91.7,11.33,2.67,3.30
"Wheeler, Bruce Christopher",BENG 135,FA19,33,6,100.0,100.0,5.50,4.00,3.62
"Lal, Ratnesh",BENG 141,FA19,20,17,94.1,88.2,5.44,3.59,3.76
"Fraley, Stephanie I.",BENG 161A,FA19,52,36,97.2,94.4,8.67,3.40,3.30
"Mali, Prashant Gulab Ram",BENG 162,FA19,50,42,81.0,82.9,7.77,3.73,3.53
"Sah, Robert Lie-Yuan",BENG 166A,FA19,61,47,11.1,13.6,8.95,3.29,
"Wheeler, Bruce Christopher",BENG 179A,FA19,44,6,80.0,100.0,4.50,4.00,
"Zhong, Sheng",BENG 183,FA19,83,37,88.9,88.9,5.28,3.72,3.55
"Wheeler, Bruce Christopher",BENG 187B,FA19,151,33,77.4,96.8,5.43,3.90,
"Wheeler, Bruce Christopher",BENG 2,FA19,11,3,100.0,100.0,8.50,3.33,
"Mc Culloch, Andrew Douglas",BENG 87,FA19,18,9,100.0,100.0,0.50,4.00,
"Huffaker, Alisa",BIBC 100,FA19,283,156,90.6,96.0,7.63,3.50,3.42
"Schmelz, Eric Alexander",BIBC 102,FA19,279,152,87.6,83.2,7.40,3.29,3.03
"Hampton, Randolph Y.",BIBC 102,FA19,403,373,86.1,94.9,7.60,3.17,3.00
"Bozinovic, Goran",BIBC 103,FA19,38,16,87.5,93.8,7.75,3.31,3.04
"Coleman, Aaron B.",BIBC 103,FA19,44,23,77.3,86.4,8.32,3.18,2.84
"Burg, Michael",BIBC 103,FA19,48,45,97.8,93.3,5.74,3.38,3.50
"Coleman, Aaron B.",BIBC 120,FA19,158,69,92.4,97.0,5.80,3.33,2.78
"Hui, Enfu",BIBC 194,FA19,31,17,100.0,100.0,2.13,3.94,3.94
"Bozinovic, Goran",BICD 100,FA19,261,126,85.2,77.0,5.40,3.09,2.94
"Grossman, Emily N",BICD 100,FA19,384,337,97.3,91.3,4.94,3.48,2.92
"McDonnell, Lisa Marie",BICD 100,FA19,47,28,96.4,96.4,4.86,3.46,3.09
"Kiger, Amy",BICD 110,FA19,35,17,82.4,76.5,8.03,2.88,3.01
"Wilhelm, James E.",BICD 110,FA19,151,84,90.2,97.6,6.38,3.14,2.93
"Zuniga, Elina I",BICD 140,FA19,124,80,92.4,97.5,7.06,3.41,2.77
"Kryazhimskiy, Sergey A",BICD 156,FA19,28,26,96.2,96.2,7.12,3.31,3.69
"Kohn, Joshua R",BIEB 126,FA19,84,43,83.3,83.3,4.88,2.85,2.77
"Shurin, Jonathan",BIEB 135,FA19,36,24,91.7,100.0,3.42,3.67,3.72
"Petrie, Katherine Lynn",BIEB 146,FA19,170,144,96.5,98.6,4.46,3.65,3.38
"Barton, Andrew David",BIEB 174,FA19,149,58,98.2,94.5,5.00,3.61,3.25
"Cleland, Elsa Eleanor",BIEB 174,FA19,149,60,98.3,93.1,5.09,3.63,3.25
"Ryan, Elizabeth Mary",BIEB 194,FA19,12,7,85.7,85.7,4.50,3.71,
"Mel, Stephanie",BILD 1,FA19,154,108,91.6,93.5,4.67,3.21,2.44
"Pekkurnaz Banghart, Gulcin",BILD 1,FA19,303,259,92.6,93.3,4.76,3.43,3.31
"Cooper, Andrew Michael",BILD 1,FA19,376,312,92.6,94.2,4.78,3.31,2.91
"Glasgow, Stacey Marie",BILD 2,FA19,371,320,93.0,72.0,6.22,3.51,2.97
"Owens, Melinda Tsao-Ying",BILD 2,FA19,371,320,93.0,89.1,6.22,3.51,2.97
"Rana, Brinda Kanti",BILD 20,FA19,132,115,83.3,83.2,3.17,3.39,3.45
"Stockwell, Sarah R",BILD 3,FA19,190,135,89.5,97.7,5.73,3.13,2.61
"Stockwell, Sarah R",BILD 3,FA19,384,283,93.2,94.6,4.79,3.23,2.62
"Reuther, Keefe",BILD 3,FA19,376,331,95.4,97.0,4.60,3.27,2.97
"Hedrick, Stephen M",BILD 30,FA19,119,69,95.7,95.5,3.40,3.21,2.98
"Lo, Stanley Malvin Ming-Hi",BILD 4,FA19,378,323,95.3,97.5,2.76,3.61,3.69
"Mel, Stephanie",BILD 4,FA19,191,112,94.4,99.1,2.74,3.54,3.61
"Reuther, Keefe",BILD 4,FA19,190,143,92.1,97.1,3.30,3.55,3.73
"Macagno, Eduardo R.",BILD 60,FA19,44,23,87.0,86.4,3.20,3.61,3.77
"Pogliano, Joseph",BILD 70,FA19,28,20,100.0,100.0,2.18,3.89,3.96
"Saier, Milton H.",BILD 87,FA19,15,8,100.0,100.0,0.79,4.00,
"Saier, Milton H.",BILD 87,FA19,19,12,80.0,80.0,0.70,4.00,
"Butler, Madeline",BILD 96,FA19,45,27,88.5,96.2,0.81,4.00,
"Burg, Michael",BIMM 100,FA19,280,254,94.4,94.8,5.92,3.41,3.06
"Pasquinelli, Amy",BIMM 100,FA19,161,127,87.3,92.1,6.24,3.15,2.37
"Cook-Andersen, Heidi Leigh",BIMM 100,FA19,43,37,78.4,66.7,6.07,3.14,2.52
"McDonnell, Lisa Marie",BIMM 101,FA19,32,19,94.4,100.0,6.28,3.17,3.12
"McGinnis, William James",BIMM 101,FA19,32,19,94.4,83.3,6.28,3.17,3.12
"Gustafson-Brown, Cindy",BIMM 101,FA19,22,22,90.9,86.4,5.41,3.00,2.80
"Cooper, Andrew Michael",BIMM 101,FA19,42,40,97.5,100.0,6.15,3.58,3.21
"Day, Christopher D",BIMM 101,FA19,88,39,94.7,89.5,5.76,3.39,3.33
"Grossman, Emily N",BIMM 101,FA19,45,40,97.5,97.5,5.53,3.46,3.43
"Tour, Ella",BIMM 110,FA19,197,95,96.7,97.8,5.89,3.45,3.07
"Golden, Susan S.",BIMM 116,FA19,219,181,80.3,87.2,5.57,3.26,3.05
"Gorman, Michael R.",BIMM 116,FA19,219,181,80.3,91.6,5.57,3.26,3.05
"Petrie, Katherine Lynn",BIMM 121,FA19,50,45,95.6,100.0,6.46,3.30,3.41
"Pirino, Giorgia",BIMM 121,FA19,45,39,89.5,89.5,5.73,3.32,3.32
"O'Rourke, Aubrie Elise",BIMM 121,FA19,45,42,59.5,69.0,7.45,3.02,3.08
"Pirino, Giorgia",BIMM 122,FA19,116,98,85.7,84.7,4.62,3.55,3.34
"Gustafson-Brown, Cindy",BIMM 124,FA19,117,93,97.8,97.8,8.39,3.22,2.97
"Hao, Nan",BIMM 140,FA19,121,107,97.2,95.3,4.31,3.63,3.73
"Suel, Gurol Mehmet",BIMM 140,FA19,121,108,97.2,96.3,4.29,3.63,3.73
"Grant, Barry J",BIMM 143,FA19,40,37,100.0,100.0,4.93,3.57,3.64
"Mayfield, Stephen P.",BIMM 194,FA19,19,10,100.0,100.0,2.28,4.00,
"Golden, James W",BIMM 194,FA19,28,12,100.0,91.7,2.00,4.00,3.98
"Karlseder, Jan",BIMM 194,FA19,33,14,100.0,100.0,1.41,3.82,4.00
"Saghatelian, Alan",BIMM 194,FA19,33,14,100.0,100.0,1.41,3.82,4.00
"Bloodgood, Brenda Laurie",BIPN 100,FA19,339,317,95.6,95.9,8.31,3.23,2.72
"Cooke, James Edward",BIPN 100,FA19,47,29,96.4,89.3,7.57,3.07,2.79
"Leutgeb, Stefan",BIPN 100,FA19,156,131,85.3,68.8,8.42,3.36,2.88
"Vijapurkar, Ulka",BIPN 102,FA19,115,69,86.4,81.3,7.66,3.27,2.93
"Armour, Jon Christopher",BIPN 105,FA19,72,31,90.3,93.5,12.56,3.26,2.84
"Reyes Gonzalez, Catalina",BIPN 105,FA19,40,39,84.6,100.0,15.01,3.13,2.96
"Spitzer, Nicholas",BIPN 140,FA19,91,41,71.1,73.7,8.08,2.83,2.73
"Su, Chih-Ying",BIPN 140,FA19,91,40,70.3,94.6,8.12,2.83,2.73
"Juavinett, Ashley Lauren",BIPN 145,FA19,30,27,100.0,100.0,6.20,3.58,3.33
"Leutgeb, Jill K.",BIPN 148,FA19,190,157,83.3,72.9,6.55,3.25,2.93
"Banghart, Matthew Ryan",BIPN 194,FA19,11,6,100.0,100.0,1.83,4.00,
"Pekkurnaz Banghart, Gulcin",BIPN 194,FA19,19,13,100.0,100.0,4.28,4.00,
"Leutgeb, Jill K.",BIPN 194,FA19,15,7,100.0,100.0,3.36,4.00,
"Wertheim, Joel Okrent",BISP 194,FA19,29,21,95.2,100.0,2.31,4.00,3.91
"Cooke, James Edward",BISP 195,FA19,90,47,100.0,100.0,1.45,4.00,
"Chodorow, Stanley A.",CAT 1,FA19,112,69,76.1,80.3,3.54,3.10,2.98
"Algaze, Guillermo",CAT 1,FA19,237,125,67.2,63.9,2.97,3.47,3.32
"Bigham, David Joseph",CAT 1,FA19,166,115,73.4,96.2,5.39,3.08,3.18
"Tronzo, William",CAT 1,FA19,238,159,84.3,86.8,2.41,3.85,3.86
"Kasem, Yasmine Kasem",CAT 1,FA19,217,149,63.0,80.1,3.43,3.49,3.40
"Bigham, David Joseph",CAT 125,FA19,153,62,74.5,92.7,3.34,3.73,3.50
"Gumm, Elizabeth Ashley",CAT 125,FA19,133,57,87.0,94.3,3.83,3.75,3.52
"Zhang, Kefei Kevin",CAT 125R,FA19,187,77,94.0,92.3,3.94,3.87,3.78
"Macagno, Eduardo R.",CAT 87,FA19,7,4,100.0,100.0,0.50,,
"Rodriguez, Angelica Rita",CCS 102,FA19,23,7,100.0,57.1,1.93,3.67,3.64
"Chen, Zheng",CENG 100,FA19,68,57,98.2,89.5,7.03,3.21,2.99
"Powell, Alyssa",CENG 100,FA19,48,29,100.0,96.6,6.36,3.41,3.20
"Powell, Alyssa",CENG 100,FA19,30,21,85.7,100.0,6.79,3.14,2.90
"Miller, David R.",CENG 101A,FA19,149,90,74.7,69.0,12.22,3.25,2.93
"Bae, Jinhye",CENG 101A,FA19,38,34,76.5,91.2,11.26,3.09,3.02
"Opatkiewicz, Justin Paul",CENG 120,FA19,69,65,92.3,98.5,8.65,3.13,3.07
"Russ, Benjamin Edward",CENG 120,FA19,36,34,73.5,72.7,7.32,3.12,3.14
"Opatkiewicz, Justin Paul",CENG 122,FA19,66,63,95.2,98.4,8.12,3.25,3.06
"Powell, Alyssa",CENG 122,FA19,38,29,92.9,100.0,9.81,3.17,3.04
"Yang, Kesong",CENG 15,FA19,36,32,96.9,90.3,4.38,3.41,2.84
"Yang, Kesong",CENG 15,FA19,60,53,83.0,83.0,4.95,3.55,3.05
"Drews, Aaron",CENG 15R,FA19,11,10,90.0,100.0,6.70,3.50,
"Drews, Aaron",CENG 4,FA19,83,50,95.9,100.0,0.83,4.00,
"Horvath, Stephen",CENG 4,FA19,52,27,92.3,96.2,0.65,4.00,
"Shelby, Karen Lee",CGS 100A,FA19,26,12,100.0,100.0,5.83,3.42,3.38
"Dorr, Kirstie A.",CGS 112,FA19,25,14,92.3,92.3,4.81,3.58,3.60
"Whitley, Leila Marie",CGS 114,FA19,20,14,100.0,100.0,5.21,3.36,3.57
"Whitley, Leila Marie",CGS 2A,FA19,114,68,90.5,93.1,3.98,3.73,3.70
"Pomeroy, Robert S.",CHEM 100A,FA19,140,62,96.4,94.4,7.94,3.27,2.93
"Crowell, John E",CHEM 105A,FA19,39,19,66.7,88.9,8.17,3.39,
"Crowell, John E",CHEM 105A,FA19,36,18,52.9,70.6,11.09,3.06,
"Ghosh, Gourisankar",CHEM 108,FA19,48,30,69.0,44.8,5.33,3.38,3.39
"Ghosh, Gourisankar",CHEM 108,FA19,48,23,86.4,54.5,5.20,3.48,3.36
"Mishanina, Tatiana V",CHEM 109,FA19,35,15,100.0,92.9,7.79,3.36,3.42
"Mrse, Anthony Adrian",CHEM 11,FA19,297,141,86.2,93.1,3.83,3.02,2.83
"Herzik, Mark Anthony",CHEM 114A,FA19,223,104,75.8,78.9,8.44,2.89,2.99
"Rinehart, Jeffrey Dennis",CHEM 120A,FA19,299,139,87.6,97.7,7.28,3.17,2.92
"Yuen Zhou, Joel",CHEM 126A,FA19,201,144,65.7,88.7,8.60,2.88,2.88
"Sinha, Amitabha",CHEM 130,FA19,104,38,52.6,60.5,9.71,2.92,2.49
"Esko, Jeffrey D.",CHEM 142,FA19,21,8,100.0,100.0,4.00,3.38,
"Godula, Kamil",CHEM 142,FA19,21,8,100.0,100.0,4.00,3.38,
"Ternansky, Robert J.",CHEM 143C,FA19,60,28,100.0,96.2,5.35,3.60,3.29
"Theodorakis, Emmanuel",CHEM 152,FA19,35,17,100.0,100.0,4.97,3.27,3.25
"Tor, Yitzhak",CHEM 154,FA19,52,21,95.0,100.0,6.71,3.11,3.23
"Slade, Jonathan",CHEM 171,FA19,113,62,81.0,76.8,3.33,3.38,3.25
"Hoeger, Carl",CHEM 4,FA19,343,183,75.3,74.9,6.29,2.55,2.83
"Oconnor, Joseph M.",CHEM 40A,FA19,300,159,71.8,71.6,8.69,2.98,2.50
"Oconnor, Joseph M.",CHEM 40A,FA19,112,51,79.2,81.3,8.20,2.85,2.44
"Yang, Jerry",CHEM 40A,FA19,144,79,76.6,79.2,8.71,2.96,2.66
"Albizati, Kim F.",CHEM 40A,FA19,404,210,85.8,96.4,7.94,3.09,2.63
"Perrin, Charles L.",CHEM 40A,FA19,294,140,70.7,68.9,8.03,2.88,2.41
"Weizman, Haim",CHEM 40B,FA19,307,163,80.1,92.9,8.15,2.83,2.77
"Ternansky, Robert J.",CHEM 40C,FA19,135,59,76.4,87.3,7.98,2.94,2.70
"Lam, Tin Yiu",CHEM 43A,FA19,306,159,57.2,70.0,7.93,3.24,3.06
"Lam, Tin Yiu",CHEM 43A,FA19,283,126,69.4,77.5,7.87,3.32,3.12
"Pomeroy, Robert S.",CHEM 6A,FA19,180,87,87.5,80.5,6.80,2.95,2.66
"Schnoebelen, Carly Lynn",CHEM 6A,FA19,363,210,96.5,93.3,5.19,3.23,2.88
"Brydges, Stacey",CHEM 6A,FA19,411,250,84.5,89.4,6.45,3.10,
"Young, Mark",CHEM 6A,FA19,150,78,75.3,62.5,6.50,2.82,2.76
"Brydges, Stacey",CHEM 6A,FA19,411,235,87.2,85.6,6.65,2.98,
"Bussey, Thomas J",CHEM 6A,FA19,410,215,95.0,96.5,5.90,3.16,2.84
"Young, Mark",CHEM 6A,FA19,85,46,56.8,55.8,5.64,2.65,2.75
"Hoeger, Carl",CHEM 6A,FA19,389,211,87.2,83.2,6.14,2.98,3.01
"Albizati, Kim F.",CHEM 6A,FA19,123,78,98.6,98.6,4.94,3.54,3.00
"Tauber, Michael",CHEM 6AH,FA19,106,67,61.5,83.1,7.85,3.09,3.13
"Crowell, John E",CHEM 6B,FA19,193,105,58.6,51.5,7.35,2.74,2.75
"Bussey, Thomas J",CHEM 6C,FA19,392,220,85.6,94.5,7.23,2.92,2.42
"Leigh, Brian",CHEM 7L,FA19,354,204,87.2,98.9,6.74,3.20,3.01
"Leigh, Brian",CHEM 7L,FA19,347,182,88.3,98.2,6.14,3.21,3.01
"Bussey, Thomas J",CHEM 87,FA19,6,3,100.0,100.0,1.83,,
"Bussey, Thomas J",CHEM 96,FA19,8,5,100.0,100.0,3.30,3.33,
"Anderson, Qin-Hong",CHIN 100AM,FA19,17,15,93.3,100.0,3.83,3.71,
"Xu, Li",CHIN 100AN,FA19,16,8,100.0,100.0,5.64,3.33,
"Chen, Pei-Chia",CHIN 10AD,FA19,25,10,100.0,100.0,2.70,3.75,3.59
"Chen, Pei-Chia",CHIN 10AD,FA19,25,14,100.0,100.0,4.93,3.56,3.34
"Xu, Li",CHIN 10AM,FA19,25,16,100.0,100.0,5.50,3.92,3.59
"Cha, Samuel",CHIN 10AN,FA19,26,12,100.0,100.0,6.17,3.40,2.93
"Cha, Samuel",CHIN 10AN,FA19,19,9,100.0,100.0,6.00,3.57,
"Cha, Samuel",CHIN 10AN,FA19,17,11,100.0,100.0,5.77,3.50,
"Xu, Li",CHIN 186A,FA19,10,5,100.0,100.0,4.00,3.75,
"Wang, Xiao",CHIN 20AD,FA19,30,13,100.0,90.9,4.50,3.80,3.84
"Wang, Xiao",CHIN 20AD,FA19,28,16,93.8,87.5,3.38,3.77,3.71
"Wang, Xiao",CHIN 20AM,FA19,37,15,100.0,92.3,4.81,3.80,3.78
"Anderson, Qin-Hong",CHIN 20AN,FA19,24,23,100.0,100.0,4.93,3.80,3.72
"Anderson, Qin-Hong",CHIN 20AN,FA19,31,31,100.0,100.0,4.56,3.60,3.65
"Yu, Angela J.",COGS 1,FA19,489,407,89.3,88.0,3.56,3.57,3.34
"Scott, Taylor Jackson",COGS 10,FA19,295,257,95.3,98.8,3.80,3.76,3.80
"Kirsh, David Joel",COGS 100,FA19,229,161,68.8,72.6,4.91,3.31,3.32
"Hoffman, Drew Ellen",COGS 101A,FA19,272,208,94.1,96.1,4.15,3.51,3.32
"Barrera, Steven James",COGS 101B,FA19,197,100,96.8,98.9,4.71,3.37,3.01
"Scott, Taylor Jackson",COGS 102A,FA19,139,120,87.5,98.3,4.58,3.54,3.63
"Rangel, Lara M",COGS 107A,FA19,504,235,87.6,96.0,6.33,3.42,3.43
"Voytek, Bradley Thomas",COGS 108,FA19,434,170,93.8,95.7,4.84,3.74,3.69
"Mukamel, Eran A",COGS 109,FA19,108,81,91.3,92.3,6.83,3.42,3.34
"Deak, Gedeon O.",COGS 110,FA19,54,25,81.8,81.8,5.64,3.21,2.99
"De Sa, Virginia",COGS 118B,FA19,170,52,90.4,90.4,7.05,3.31,
"Saygin, Ayse P",COGS 119,FA19,22,11,90.9,72.7,4.14,3.91,
"Dow, Steven P",COGS 123,FA19,57,34,90.9,90.6,4.85,3.68,3.58
"Guo, Philip J",COGS 124,FA19,14,11,100.0,100.0,3.10,3.90,
"Hollan, James D.",COGS 126,FA19,26,4,66.7,66.7,6.00,2.75,3.10
"Guo, Philip J",COGS 127,FA19,82,36,97.1,100.0,6.27,3.83,3.83
"Johnson, Christine M.",COGS 13,FA19,194,92,39.3,40.4,5.56,2.95,3.15
"Rossano, Federico",COGS 144,FA19,50,17,92.9,92.9,4.19,3.54,3.33
"Davis, Joshua Daniel",COGS 14A,FA19,288,230,85.7,89.6,4.36,3.38,3.18
"Hoffman, Drew Ellen",COGS 14B,FA19,97,63,87.1,90.3,4.63,3.32,3.36
"Bergen, Benjamin",COGS 15,FA19,111,74,95.5,98.5,2.24,3.49,3.28
"Davis, Joshua Daniel",COGS 153,FA19,54,20,94.7,100.0,4.20,3.25,3.33
"Kirsh, David Joel",COGS 160,FA19,30,14,100.0,100.0,6.21,3.50,3.44
"Johnson, Christine M.",COGS 17,FA19,270,138,84.6,90.7,6.42,3.10,2.66
"Coulson, Seana M",COGS 179,FA19,39,12,72.7,81.8,5.41,3.40,3.15
"Ellis, Shannon Elizabeth",COGS 18,FA19,301,230,96.5,97.8,5.23,3.66,3.61
"Kirsh, David Joel",COGS 187A,FA19,151,48,89.4,80.9,4.59,3.70,3.59
"Bardolph, Megan Dalene",COGS 3,FA19,176,89,88.5,85.7,4.91,3.81,3.56
"Deak, Gedeon O.",COGS 87,FA19,20,15,91.7,91.7,0.93,3.75,
"Scott, Taylor Jackson",COGS 87,FA19,22,14,100.0,100.0,0.79,4.00,
"Ellis, Shannon Elizabeth",COGS 9,FA19,292,248,93.5,97.2,3.23,3.71,3.72
"Anderson, Patrick W.",COMM 10,FA19,255,117,91.7,94.3,4.28,3.62,3.26
"Anderson, Patrick W.",COMM 10,FA19,156,71,87.9,90.6,4.32,3.63,3.19
"Irani, Lilly C",COMM 100A,FA19,284,115,79.4,71.2,5.07,3.44,
"Dewey, Matthew D",COMM 101,FA19,67,32,96.2,92.0,5.46,3.71,3.43
"Martinico, Daniel J",COMM 101D,FA19,18,7,100.0,100.0,7.17,3.57,
"Martinico, Daniel J",COMM 101N,FA19,21,14,100.0,100.0,6.64,3.71,3.59
"Campion, Camille E",COMM 102C,FA19,22,5,100.0,100.0,5.00,4.00,3.82
"Iatarola, Briana Marie",COMM 103E,FA19,27,11,87.5,100.0,6.94,3.78,3.81
"Kidman, Shawna F",COMM 106A,FA19,39,31,100.0,100.0,4.05,3.34,3.15
"Cordoba Azcarate, Matilde",COMM 106G,FA19,57,32,96.9,100.0,4.44,3.69,
"Hill, Erin Truesdell",COMM 106T,FA19,34,13,100.0,100.0,5.77,3.45,3.40
"Serlin, David",COMM 107,FA19,64,23,76.2,76.2,5.83,3.24,2.86
"Jack, Caroline Sarah",COMM 109D,FA19,74,37,100.0,100.0,4.69,3.53,3.33
"Hallin, Daniel C",COMM 109N,FA19,36,8,75.0,87.5,4.25,3.14,3.04
"Tanaka, Stefan A.",COMM 113T,FA19,20,5,60.0,100.0,3.30,3.40,3.33
"Peacher, Amanda M",COMM 120I,FA19,19,8,85.7,83.3,6.50,3.71,
"Sims, Christopher O",COMM 124A,FA19,58,17,92.9,92.9,5.13,3.88,3.46
"Tanaka, Stefan A.",COMM 126,FA19,34,7,83.3,83.3,4.17,3.50,3.14
"Fields, Gary",COMM 131,FA19,27,12,90.9,90.9,4.50,3.64,3.44
"Collins, Caroline Imani",COMM 145,FA19,15,9,100.0,100.0,4.72,3.56,
"Burg, Suzanne M.M.",COMM 151,FA19,9,4,100.0,100.0,4.50,3.25,
"Serlin, David",COMM 153,FA19,17,5,80.0,80.0,4.50,3.40,
"Alac, Morana",COMM 173,FA19,37,26,100.0,100.0,5.30,3.93,3.69
"Alac, Morana",COMM 174,FA19,29,20,100.0,100.0,4.83,3.89,3.60
"Sims, Christopher O",COMM 190,FA19,23,7,100.0,100.0,3.93,3.86,3.42
"Cordoba Azcarate, Matilde",COMM 190,FA19,27,12,90.9,90.0,4.86,3.55,
"Jack, Caroline Sarah",COMM 190,FA19,21,12,100.0,100.0,5.50,3.50,3.22
"Hill, Erin Truesdell",COMM 190,FA19,22,9,100.0,100.0,4.72,3.78,3.46
"Hickman, Louise",COMM 190,FA19,19,6,100.0,100.0,5.83,3.83,
"Sahoo, Debashis",CSE 100,FA19,179,101,93.8,46.9,15.01,3.20,2.42
"Cao, Yingjun",CSE 100,FA19,135,92,95.6,92.2,15.30,3.17,2.85
